Service,Number,Name,Address,Dept,CP,Ville,Latitude,Longitude,WGS84
Vélib,13026,13026 - PLACE HENOCQUE VERSION 2,21 RUE DU DR LERAY ET LANDOUZY - 75013 PARIS,75,75013,PARIS,48.82331617,2.354336944,48.82331617
Vélib,21006,21006 - PARIS (BOULOGNE-BILLANCOURT),162 RUE DE PARIS - 92100 BOULOGNE-BILLANCOURT,92,92100,BOULOGNE-BILLANCOURT,48.84159703,2.233496776,48.84159703
Cristolib,3,03 - RUE DU GENERAL LECLERC - CENTRE ANCIEN,Allée de la porte de Brie,94,94000,Créteil,48.79078862,2.464890185,48.79078862
Vélib,14032,14032 - MOUTON DUVERNET - MAIRIE DU 14EME,26 RUE MOUTON DUVERNET - 75014 PARIS,75,75014,PARIS,48.83250128,2.325401167,48.83250128
Vélib,5107,05107 - PONTOISE,1 RUE DE PONTOISE - 75005 PARIS,75,75005,PARIS,48.85045801,2.352454275,48.85045801
Vélib,6026,06026 - SAINT PLACIDE CHERCHE MIDI,28 RUE SAINT PLACIDE - 75006 PARIS,75,75006,PARIS,48.8491399,2.325175389,48.8491399
Vélib,8037,08037 - MALSHERBES MONCEAU,75 RUE DE MONCEAU - 75008 PARIS,75,75008,PARIS,48.87960646,2.314553524,48.87960646
Vélib,8115,08115 - BASSANO,10 RUE VERNET - 75008 PARIS,75,75008,PARIS,48.87134533,2.300186572,48.87134533
Vélib,10013,10013 - SAINT LOUIS,2 RUE ALIBERT - 75010 PARIS,75,75010,PARIS,48.87113995,2.366280444,48.87113995
Vélib,11042,11042 - OBERKAMPF,1 RUE DU GRAND PRIEURE - 75011 PARIS,75,75011,PARIS,48.86464942,2.369261438,48.86464942
Vélib,15110,15110 - PLACE ROBERT GUILLEMARD,PLACE ROBERT GUILLEMARD - 75015 PARIS,75,75015,PARIS,48.83621036,2.281039381,48.83621036
Vélib,17008,17008 - PORCHE POUCHET,7 PLACE ARNAUD TZANCK - 75017 PARIS,75,75017,PARIS,48.89877379,2.322478478,48.89877379
Vélib,17116,17116 - REIMS,6 BOULEVARD DE REIMS - 75017 PARIS,75,75017,PARIS,48.89183445,2.30014466,48.89183445
Vélib,17033,17033 - CARNOT,8 AVENUE CARNOT - 75017 PARIS,75,75017,PARIS,48.87553842,2.2937321,48.87553842
Vélib,21304,21304 - BLUM (ISSY LES MOULINEAUX),FACE 2 PLACE LEON BLUM - 92100 ISSY LES MOULINEAUX,92,92130,ISSY-LES-MOULINEAUX,48.82095511,2.260736413,48.82095511
Vélib,22007,22007 - CHARCOT (NEUILLY),35-37 BOULEVARD DU COMMANDANT CHARCOT - 92200 NEUILLY SUR SEINE,92,92200,NEUILLY-SUR-SEINE,48.87536028,2.255699332,48.87536028
Vélib,35009,35009 - LOLIVE 1 (PANTIN),104 AVENUE LOLIVE - 93500 PANTIN,93,93500,PANTIN,48.89213941,2.409107738,48.89213941
Vélib,14003,14003 - RASPAIL SCHOELCHER,2 RUE VICTOR SCHOELCHER - 75014 PARIS,75,75014,PARIS,48.83685082,2.331303601,48.83685082
Vélib,15052,15052 - CONVENTION,183 RUE DE LA CONVENTION - 75015 PARIS,75,75015,PARIS,48.83767682,2.295586926,48.83767682
Vélib,16034,16034 - PORTE D'AUTEUIL,76 RUE D'AUTEUIL - 75016 PARIS,75,75016,PARIS,48.84795021,2.260659826,48.84795021
Vélib,16038,16038 - RUE MOLITOR,RUE MOLITOR - 75016 PARIS,75,75016,PARIS,48.84509713,2.265724148,48.84509713
Vélib,17050,17050 - BATIGNOLLES,1 RUE DES BATIGNOLLES - 75017 PARIS,75,75017,PARIS,48.8831039,2.323834749,48.8831039
Vélib,19120,19120 - ALOUETTES,20 RUE CARDUCCI - 75019 PARIS,75,75019,PARIS,48.87751626,2.38609972,48.87751626
Vélib,19034,19034 - PANTIN,20 AVENUE DE LA PORTE DE PANTIN - 75019 PARIS,75,75019,PARIS,48.89034196,2.397813642,48.89034196
Vélib,20133,20133 - RASSELINS,2 RUE DES RASSELINS - 75020 PARIS,75,75020,PARIS,48.85352869,2.409615363,48.85352869
Vélib,20025,20025 - GAMBETTA GATINES,13 RUE DES GATINES - 75020 PARIS,75,75020,PARIS,48.86539416,2.397814475,48.86539416
Vélib,21003,21003 - JAURES 1 (BOULOGNE-BILLANCOURT),2 BOULEVARD JEAN JAURES -  92100 BOULOGNE-BILLANCOURT,92,92100,BOULOGNE-BILLANCOURT,48.84563814,2.237011471,48.84563814
Vélib,4101,04101 - BASTILLE,11 RUE DE LA BASTILLE - 75004 PARIS,75,75004,PARIS,48.85379734,2.368400807,48.85379734
Vélib,5035,05035 - BUFFON AUSTERLITZ,1 RUE BUFFON - 75005 PARIS,75,75005,PARIS,48.84315818,2.363748445,48.84315818
Vélib,9011,09011 - FOLIES BERGERES,14 RUE GEOFFROY MARIE - 75009 PARIS,75,75009,PARIS,48.87378194,2.344513876,48.87378194
Vélib,906,00906 - GARE DE L'EST,GARDE DE L'EST-PARVIS GARE DE L'EST - 75010 PARIS,75,75010,PARIS,48.87641981,2.358630065,48.87641981
Vélib,12017,12017 - ST MANDE NETTER,82 AVENUE SAINT MANDE - 75012 PARIS,75,75012,PARIS,48.84463463,2.405099826,48.84463463
Vélib,12111,12111 - DECAEN CANNEBIERE,73 RUE CLAUDE DECAEN - 75012 PARIS,75,75012,PARIS,48.83761417,2.397253782,48.83761417
Vélib,15017,15017 - PROCESSION,7 PLACE FALGUIERE - 75015 PARIS,75,75015,PARIS,48.83633386,2.310466238,48.83633386
Vélib,1007,01007 - ETIENNE MARCEL,2 RUE DE TURBIGO - 75001 PARIS,75,75001,PARIS,48.86356705,2.347702021,48.86356705
Vélib,1026,01026 - COLONEL DRIANT,PLACE DU LIEUTENANT HENRI KARCHER - 75001 PARIS,75,75001,PARIS,48.8634305,2.340169767,48.8634305
Vélib,6020,06020 - SAINT MICHEL DANTON,2 RUE DANTON - 75006 PARIS,75,75006,PARIS,48.85293041,2.342657393,48.85293041
Vélib,7009,07009 - ASSEMBLEE NATIONALE,FACE 119 RUE DE LILLE - 75007 PARIS,75,75007,PARIS,48.86137389,2.320131277,48.86137389
Vélib,9030,09030 - VICTOIR CHAUSSEE D ANTIN,79 RUE DE LA VICTOIRE - 75009 PARIS,75,75009,PARIS,48.87518586,2.332036313,48.87518586
Vélib,10036,10036 - AQUEDUC,80 RUE DE L'AQUEDUC - 75010 PARIS,75,75010,PARIS,48.88384327,2.367110644,48.88384327
Vélib,11109,11109 - REPUBLIQUE PIERRE LEVEE,1 RUE DE LA PIERRE LEVEE - 75011 PARIS,75,75011,PARIS,48.86633135,2.371097448,48.86633135
Vélib,22403,22403 - BROSSOLETTE (MALAKOFF),FACE 35 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF,92,92240,MALAKOFF,48.82183565,2.313458608,48.82183565
Vélib,34003,34003 - CURIE (SAINT OUEN),2 RUE NEUVE PIERRE CURIE - 93401 SAINT OUEN,93,93400,SAINT-OUEN,48.90132703,2.335301237,48.90132703
Vélib,21307,21307 - CRESSON 1 (ISSY LES MOULINEAUX),FACE 36 AVENUE VICTOR CRESSON - 92130 ISSY LES MOULINEAUX,92,92130,ISSY-LES-MOULINEAUX,48.82267837,2.268631093,48.82267837
Vélib,31708,31708 - NOISY (BAGNOLET),116-118 RUE DE NOISY LE SEC - 93170 BAGNOLET,93,93170,BAGNOLET,48.87445772,2.415138092,48.87445772
Vélo2,54901,54901 - VAU01 - PLACE DU RDV (CB),Place du Rendez-Vous côté avenue Louis Lecoin - 95490 VAUREAL,95,95490,VAUREAL,49.03293359,2.020312429,49.03293359
Vélib,19009,19009 - CITE DES SCIENCES,28BIS AVENUE CORENTIN CARIOU - 75019 PARIS,75,75019,PARIS,48.89654906,2.384649644,48.89654906
Vélib,13002,13002 - ARAGO,55 BD ARAGO - 75013 PARIS,75,75013,PARIS,48.83486718,2.344575141,48.83486718
Vélib,18037,18037 - AMIRAUX,48 RUE BOINOD - 75018 PARIS,75,75018,PARIS,48.89454172,2.352295467,48.89454172
Vélib,19030,19030 - MOSELLE JAURES,6 PASSAGE DE MELUN - 75019 PARIS,75,75019,PARIS,48.883777,2.376515,48.883777
Vélib,43006,43006 - MINIMES (VINCENNES),30 AVENUE DES MINIMES - 94300 VINCENNES,94,94300,VINCENNES,48.84148686,2.430793451,48.84148686
Vélib,43010,43010 - JARRY (VINCENNES),139 RUE DE LA JARRY - 94300 VINCENNES,94,94300,VINCENNES,48.84974496,2.451960306,48.84974496
Vélib,43401,43401 - GARE RER (JOINVILLE),PARC DU STATIONNEMENT / GARE RER - 94340 JOINVILLE-LE-PONT,94,94340,JOINVILLE-LE-PONT,48.8199541,2.464025505,48.8199541
Cristolib,8,08 - ROND POINT HOTEL DE VILLE,Avenue de la France Libre,94,94000,Créteil,48.77735245,2.455378432,48.77735245
Cristolib,9,09 - EUROPARC,ALLEE FERNAND POUILLON,94,94000,Créteil,48.76603756,2.471314855,48.76603756
Vélib,2004,02004 - REAUMUR MONTORGUEIL,83 ALLEE PIERRE LAZAREF - 75002 PARIS,75,75002,PARIS,48.86697371,2.348632465,48.86697371
Vélib,4002,04002 - MARCHE AUX FLEURS,PLACE LOUIS LEPINE - 75004 PARIS,75,75004,PARIS,48.85525336,2.347356448,48.85525336
Vélib,10001,10001 - JOHANN STRAUSS,FACE 50 RUE RENE BOULANGER - 75010 PARIS,75,75010,PARIS,48.86849994,2.35997005,48.86849994
Vélib,11004,11004 - CHARONNE SAINT ANTOINE,3 RUE DE CHARONNE - 75011 PARIS,75,75011,PARIS,48.85225529,2.374027236,48.85225529
Vélib,13111,13111 - CIMETIERE DE GENTILLY,RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS,75,75013,PARIS,48.81857442,2.353260184,48.81857442
Vélib,33103,33103 - JAURES 2 (PRE SAINT GERVAIS),34 AVENUE JEAN JAURES - 93310 LE PRE SAINT GERVAIS,93,93310,LE PRE SAINT-GERVAIS,48.88400126,2.407989919,48.88400126
Vélib,42007,42007 - PIERRE ET MARIE CURIE (IVRY),Angle Avenue de Verdun et rue Pierre et Marie Curie - 94200 IVRY,94,94200,IVRY-SUR-SEINE,48.81289056,2.370650263,48.81289056
Vélib,42005,42005 - GAMBETTA (IVRY),1 PLACE DE LEON GAMBETTA - 94200 IVRY,94,94200,IVRY-SUR-SEINE,48.81470643,2.402382434,48.81470643
Vélib,14113,14113 - ARAGO 2,36 RUE DE LA SANTE - 75014 PARIS,75,75014,PARIS,48.83512887,2.341578635,48.83512887
Vélib,14016,14016 - REILLE MONTSOURIS,61 AVENUE RENE COTY - 75014 PARIS,75,75014,PARIS,48.8247671,2.335999677,48.8247671
Vélib,15120,15120 - AVIA,26 RUE DU COLONEL PIERRE AVIA - 75015 PARIS,75,75015,PARIS,48.82968433,2.275342587,48.82968433
Vélib,15045,15045 - PLAINE,AVENUE DE LA PORTE DE LA PLAINE - 75015 PARIS,75,75015,PARIS,48.82817494,2.292587523,48.82817494
Vélib,16118,16118 - MICHEL ANGE,91 RUE MICHEL ANGE - 75016 PARIS,75,75016,PARIS,48.8406104,2.258373658,48.8406104
Vélib,16028,16028 - MILLET - JEAN DE LA FONTAINE,12 RUE FRANCOIS MILLET - 75016 PARIS,75,75016,PARIS,48.85100487,2.272469483,48.85100487
Vélib,16121,16121 - SABLONS MAILLOT,ROUTE PORTE DES SABLONS / PORTE MAILLOT - 75016 PARIS,75,75016,PARIS,48.87872089,2.270568097,48.87872089
Vélib,17044,17044 - PORTE DE SAINT OUEN,1 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS,75,75017,PARIS,48.89792241,2.32851451,48.89792241
Vélib,31010,31010 - STALINGRAD (MONTREUIL),67-69 RUE DE STALINGRAD - 93100 MONTREUIL,93,93100,MONTREUIL,48.85681112,2.444987425,48.85681112
Vélib,35003,35003 - VAILLANT (PANTIN),ANGLE RUE GENERAL GOSSERAND ET AVENUE EDOUARD VAILLANT - 93500 PANTIN,93,93500,PANTIN,48.90269162,2.393255829,48.90269162
Vélib,41605,41605 - GENERAL DE GAULLE 2 (SAINT MANDE),120 AVENUE GENERAL DE GAULLE - 94160 SAINT MANDE,94,94160,SAINT-MANDE,48.83608868,2.418907595,48.83608868
Vélib,42206,42206 - PARIS 2 (CHARENTON),111 RUE DE PARIS - 94220 CHARENTON,94,94220,CHARENTON,48.82378409,2.41001354,48.82378409
Vélib,43008,43008 - FONTENAY (VINCENNES),12 RUE DE FONTENAY - 94300 VINCENNES,94,94300,VINCENNES,48.84779066,2.444690888,48.84779066
Vélib,1009,01009 - PONT NEUF - 14,14 RUE DU PONT NEUF - 75001 PARIS,75,75001,PARIS,48.86024519,2.344333545,48.86024519
Vélib,5029,05029 - PORT ROYAL,FACE 41 AVENUE GEORGES BERNANOS - 75005 PARIS,75,75005,PARIS,48.84010896,2.33729689,48.84010896
Vélib,8051,08051 - CHAPTAL,45 BD BATIGNOLLES - 75008 PARIS,75,75008,PARIS,48.88214895,2.319858692,48.88214895
Vélib,8101,08101 - LONDRES AMSTERDAM,42 RUE DE LONDRES - 75008 PARIS,75,75008,PARIS,48.87803446,2.326483541,48.87803446
Vélib,11107,11107 - BIBLIOTHEQUE FAIDHERBE,11 RUE FAIDHERBE - 75011 PARIS,75,75011,PARIS,48.85153201,2.383723288,48.85153201
Vélib,21201,21201 - JAURES (MONTROUGE),6 PLACE JEAN JAURES / RUE MAURICE ARNOUX ET RUE CAMILLE PELLETIN - 92120 MONTROUGE,92,92120,MONTROUGE,48.81629068,2.311279543,48.81629068
Vélib,22002,22002 - ARGENSON (NEUILLY),44 BOULEVARD D'ARGENSON - 92200 NEUILLY,92,92200,NEUILLY-SUR-SEINE,48.88864877,2.263904603,48.88864877
Vélib,34001,34001 - FRUCTIDOR (SAINT OUEN),FACE 10 RUE FRUCTIDOR / FACE BAT 2 LE COLYSEE - 93400 SAINT OUEN,93,93400,SAINT-OUEN,48.90088963,2.324819808,48.90088963
Vélo2,50009,50009 - CER09 - RUE DU BRÛLOIR,88 RUE DU BRÛLOIR ANGLE RUE DES TOULEUSES POURPRES - 95000 CERGY,95,95000,CERGY,49.02868316,2.071980564,49.02868316
Vélib,2107,02107 - THOREL,11 RUE THOREL - 75002 PARIS,75,75002,PARIS,48.87000062,2.348995518,48.87000062
Vélib,2016,02016 - ABOUKIR,108 RUE D'ABOUKIR - 75002 PARIS,75,75002,PARIS,48.86866048,2.350185888,48.86866048
Vélib,4019,04019 - BEAUBOURG SAINT MERRY,4 RUE DU CLOITRE SAINT MERRI - 75004 PARIS,75,75004,PARIS,48.85882899,2.351891471,48.85882899
Vélib,7016,07016 - TOUR MAUBOURG UNIVERSITE,13 RUE SURCOUF - 75007 PARIS,75,75007,PARIS,48.86127302,2.309453551,48.86127302
Vélib,8038,08038 - FRANCOIS 1 ER,22 RUE FRANCOIS 1ER - 75008 PARIS,75,75008,PARIS,48.86688765,2.306675576,48.86688765
Vélib,10018,10018 - ALBAN SATRAGNE,110-112 RUE FAUBOURG SAINT DENIS - 75010 PARIS,75,75010,PARIS,48.87538491,2.356094019,48.87538491
Vélib,11007,11007 - FAIDHERBE PALAIS DE LA FEMME,17 RUE JEAN MACE - 75011 PARIS,75,75011,PARIS,48.85328932,2.383041177,48.85328932
Vélib,11034,11034 - PARMENTIER FONTAINE AU ROI,124 AVENUE PARMENTIER - 75011 PARIS,75,75011,PARIS,48.86787671,2.372705979,48.86787671
Vélib,13023,13023 - BOBILLOT VERLAINE,30 RUE BOBILLOT - 75013 PARIS,75,75013,PARIS,48.82860289,2.353034583,48.82860289
Vélib,15036,15036 - LAMBERT,102 RUE DE LA CROIX NIVERT - 75015 PARIS,75,75015,PARIS,48.84307639,2.295141413,48.84307639
Vélib,15063,15063 - SAINT CHARLES - CONVENTION,59 RUE DE LA CONVENTION - 75015 PARIS,75,75015,PARIS,48.84329536,2.283209,48.84329536
Vélib,17005,17005 - BROCHANT,43 RUE BROCHANT - 75017 PARIS,75,75017,PARIS,48.89032999,2.31973056,48.89032999
Vélib,19115,19115 - PORTE DE LA VILLETTE,1 AVENUE DE LA PORTE DE LA VILLETTE - 75019 PARIS,75,75019,PARIS,48.89849005,2.386120008,48.89849005
Vélib,20005,20005 - RUE DE LAGNY SAINT MANDE,2 RUE REYNALDO HAHN - 75020 PARIS,75,75020,PARIS,48.84926604,2.412330329,48.84926604
Vélib,2005,02005 - MONTORGUEIL RUE MONTMARTRE VERSION 2,46 RUE DE MONTMARTRE - 75002 PARIS,75,75002,PARIS,48.86502195,2.34506844,48.86502195
Vélib,4103,04103 - HOTEL DE VILLE,1 RUE DES ARCHIVES - 75004 PARIS,75,75004,PARIS,48.85720379,2.353976274,48.85720379
Vélib,7013,07013 - PLACE DE BRETEUIL,17 RUE DUROC - 75007 PARIS,75,75007,PARIS,48.84750226,2.312688329,48.84750226
Vélib,12126,12126 - AVENUE DE GRAVELLE,FACE 71 AVENUE DE GRAVELLE - 75012 PARIS,75,75012,PARIS,48.82440777,2.418455004,48.82440777
Vélib,13045,13045 - TOLBIAC ALBERT,FACE 1 RUE JEAN COLLY - 75013 PARIS,75,75013,PARIS,48.82783803,2.370530564,48.82783803
Vélib,13053,13053 - CHEVALERET TOLBIAC,56 RUE CHEVALERET - 75013 PARIS,75,75013,PARIS,48.82941013,2.375934558,48.82941013
Vélib,13118,13118 - PATAY REGNAULT,36-38 RUE REGNAULT - 75013 PARIS,75,75013,PARIS,48.82434286,2.376060092,48.82434286
Vélib,21104,21104 - SANZILLON (CLICHY),64 RUE DE MADAME DE SANZILLON - 92110 CLICHY,92,92110,CLICHY,48.9036767,2.319176658,48.9036767
Vélib,22008,22008 - DE GAULLE (NEUILLY),153 BIS AVENUE CHARLES DE GAULLE - 92200 NEUILLY SUR SEINE,92,92200,NEUILLY-SUR-SEINE,48.88295163,2.265135009,48.88295163
Vélib,23001,23001 - COUTURIER 1 (LEVALLOIS),2 RUE PAUL VAILLANT COUTURIER - 92300 LEVALLOIS,92,92300,LEVALLOIS-PERRET,48.89361465,2.277618727,48.89361465
Vélo2,56102,56102 - ERA02 - CHARLES DE GAULLE,AVENUE FERNAND CHATELAIN ANGLE RUE DE PIERRELAYE 95600 - ERAGNY,95,95600,ERAGNY,49.02306511,2.110459967,49.02306511
Vélib,15062,15062 - BOUCICAUT,87 RUE DE LA CONVENTION - 75015 PARIS,75,75015,PARIS,48.84214433,2.285862656,48.84214433
Vélib,15035,15035 - PLACE ETIENNE PERNET,2 RUE DES FRERES MORANE - 75015 PARIS,75,75015,PARIS,48.84245876,2.292173541,48.84245876
Vélib,15123,15123 - RUE DU COMMERCE,20 RUE DU COMMERCE - 75015 PARIS,75,75015,PARIS,48.84799219,2.296681686,48.84799219
Vélib,16043,16043 - PLACE DE PASSY,2 PLACE DE PASSY - 75016 PARIS,75,75016,PARIS,48.85780292,2.277500547,48.85780292
Vélib,17046,17046 - MAC MAHON,18 AVENUE MARC MAHON - 75017 PARIS,75,75017,PARIS,48.87753208,2.294512536,48.87753208
Vélib,17015,17015 - PLACE DE LEVIS,19BIS/21 RUE LEGENDRE - 75017 PARIS,75,75017,PARIS,48.88368822,2.313284405,48.88368822
Vélib,17022,17022 - PLACE DE WAGRAM,67 BOULEVARD PEREIRE - 75017 PARIS,75,75017,PARIS,48.88707061,2.304111125,48.88707061
Vélib,17027,17027 - PEREIRE LEVALLOIS,121 BOULEVARD PEREIRE - 75017 PARIS,75,75017,PARIS,48.88526331,2.298286467,48.88526331
Vélib,18006,18006 - MARCHE ST-PIERRE,PLACE SAINT PIERRE - 75018 PARIS,75,75018,PARIS,48.88469161,2.344139286,48.88469161
Vélib,18048,18048 - PORTE DE LA CHAPELLE,29 BOULEVARD NEY - 75018 PARIS,75,75018,PARIS,48.89838502,2.360877349,48.89838502
Vélib,18013,18013 - CHATEAU ROUGE,28 RUE POULET - 75018 PARIS,75,75018,PARIS,48.88778177,2.350517738,48.88778177
Vélib,20042,20042 - PYRENEES ERMITAGE,300 RUE DES PYRENEES - 75020 PARIS,75,75020,PARIS,48.87215738,2.391739174,48.87215738
Vélib,20031,20031 - DURIS,33 RUE DURIS - 75020 PARIS,75,75020,PARIS,48.86554087,2.387724496,48.86554087
Vélib,13007,13007 - LE BRUN GOBELINS,42 RUE LE BRUN - 75013 PARIS,75,75013,PARIS,48.83509279,2.353468135,48.83509279
Vélib,14024,14024 - RAYMOND LAUSSERAND,RUE VERCINGETORIX - 75014 PARIS,75,75014,PARIS,48.82798949,2.305672106,48.82798949
Vélib,15044,15044 - J DUPRE,65 RUE DANTZIG - 75015 PARIS,75,75015,PARIS,48.83026939,2.296008076,48.83026939
Vélib,16010,16010 - BELLES FEUILLES,4 RUE DES BELLES FEUILLES - 75016 PARIS,75,75016,PARIS,48.8658555,2.282859909,48.8658555
Vélib,17047,17047 - COURCELLES - DEMOURES,172 RUE DE COURCELLES - 75017 PARIS,75,75017,PARIS,48.88376973,2.298584663,48.88376973
Vélib,17037,17037 - BAYERN PEREIRE,40 RUE BAYEN - 75017 PARIS,75,75017,PARIS,48.88183072,2.292140666,48.88183072
Vélib,18028,18028 - VAUVENARGUES,195 RUE CHAMPIONNET - 75018 PARIS,75,75018,PARIS,48.89405725,2.332199336,48.89405725
Vélib,18107,18107 - CHARTRES,22-24 RUE DE CHARTRES - 75018 PARIS,75,75018,PARIS,48.88470686,2.35358041,48.88470686
Vélib,20013,20013 - PLACE DE LA REUNION,106 RUE ALEXANDRE DUMAS - 75020 PARIS,75,75020,PARIS,48.85535514,2.39972859,48.85535514
Vélib,1022,01022 - RUE DE LA PAIX,37 RUE CASANOVA - 75001 PARIS,75,75001,PARIS,48.86821702,2.330493511,48.86821702
Vélib,2015,02015 - OPERA - CAPUCINES,25 RUE LOUIS LE GRAND - 75002 PARIS,75,75002,PARIS,48.87050894,2.334054462,48.87050894
Vélib,4014,04014 - ARCHIVES BLANCS MANTEAUX,29 RUE DES BLANCS MANTEAUX - 75004 PARIS,75,75004,PARIS,48.85940272,2.355927487,48.85940272
Vélib,5105,05105 - GEOFFROY SAINT HILAIRE,8 RUE GEOFFROY SAINT HILAIRE - 75005 PARIS,75,75005,PARIS,48.83907826,2.356877341,48.83907826
Vélib,6021,06021 - BONAPARTE BEAUX ARTS,17 RUE DES BEAUX ARTS - 75006 PARIS,75,75006,PARIS,48.85643741,2.334797623,48.85643741
Vélib,7101,07101 - SEVRES BABYLONE,BOULEVARD RASPAIL - 75007 PARIS,75,75007,PARIS,48.85224162,2.326606019,48.85224162
Vélib,8056,08056 - WAGRAM,21 RUE BEAUJON - 75008 PARIS,75,75008,PARIS,48.87537765,2.296555342,48.87537765
Vélib,9008,09008 - TOUR D'AUVERGNE,24 RUE D'AUVERGNE - 75009 PARIS,75,75009,PARIS,48.87916178,2.343698431,48.87916178
Vélib,10105,10105 - BONNE NOUVELLE PROP2,2 RUE DE MAZAGRAN - 75010 PARIS,75,75010,PARIS,48.87027808,2.351281637,48.87027808
Vélib,12115,12115 - PORTE DE VINCENNES,22 AVENUE DE LA PORTE DE VINCENNES - 75012 PARIS,75,75012,PARIS,48.84641937,2.415636607,48.84641937
Vélib,21203,21203 - BRIAND (MONTROUGE),PLACE JULES FERRY / AVENUE ARISTIDE BRIAND - 92120 MONTROUGE,92,92120,MONTROUGE,48.81251091,2.325680623,48.81251091
Vélib,42205,42205 - PARIS 1 (CHARENTON),89 RUE DE PARIS - 94220 CHARENTON,94,94220,CHARENTON,48.82214313,2.412602786,48.82214313
Vélib,20014,20014 - ALEXANDRE DUMAS,142 BD CHARONNE - 75020 PARIS,75,75020,PARIS,48.85616738,2.394825009,48.85616738
Vélib,2003,02003 - ALLEE PIERRE LAZAEFF,189 RUE SAINT DENIS - 75002 PARIS,75,75002,PARIS,48.86614575,2.350844595,48.86614575
Vélib,5106,05106 - CUJAS,22 RUE CUJAS - 75005 PARIS,75,75005,PARIS,48.84819135,2.341831655,48.84819135
Vélib,8055,08055 - TERNES COURCELLES,87 BD COURCELLES - 75008 PARIS,75,75008,PARIS,48.87818888,2.299296004,48.87818888
Vélib,8033,08033 - SAINT PHILIPPE DU ROULE,1 RUE DU CDT RIVIERE - 75008 PARIS,75,75008,PARIS,48.87278768,2.309722589,48.87278768
Vélib,8052,08052 - WASHINGTON,2 RUE BALZAC - 75008 PARIS,75,75008,PARIS,48.87288299,2.299972933,48.87288299
Vélib,11031,11031 - PARMENTIER,1 RUE JACQUARD - 75011 PARIS,75,75011,PARIS,48.86455577,2.373071507,48.86455577
Vélib,11028,11028 - BLUETS REPUBLIQUE,FACE 20 RUE GUILLAUME BERTRAND - 75011 PARIS,75,75011,PARIS,48.86382517,2.380906377,48.86382517
Vélib,12120,12120 - CONSERVATION,ROUTE DE LA CEINTURE DU LAC DAUMESNIL - 75012 PARIS,75,75012,PARIS,48.82772524,2.418272342,48.82772524
Vélib,13001,13001 - PORT ROYAL,51 BOULEVARD PORT ROYAL - 75013 PARIS,75,75013,PARIS,48.83772792,2.344664043,48.83772792
Vélib,42001,42001 - JULES (IVRY),1 RUE JULES VANZUPPE - 94200 IVRY,94,94200,IVRY-SUR-SEINE,48.82032218,2.39498124,48.82032218
Vélib,43007,43007 - VORGES (VINCENNES),4 AVENUE VORGES - 94300 VINCENNES,94,94300,VINCENNES,48.84825775,2.439892899,48.84825775
Vélo2,54905,54905 - VAU05 - LES TOUPETS,MAIL MENDES FRANCE ANGLE AVENUE DE LA REVOLUTION FRANCAISE - 95490 VAUREAL,95,95490,VAUREAL,49.0231626,2.029486291,49.0231626
Vélib,1019,01019 - SAINT HONORE VENDOME,237 RUE SAINT HONORE - 75001 PARIS,75,75001,PARIS,48.86669801,2.328288186,48.86669801
Vélib,6017,06017 - SENAT CONDE,34 RUE CONDE - 75006 PARIS,75,75006,PARIS,48.84958,2.337848437,48.84958
Vélib,8103,08103 - D'ARTOIS BERRY,31 RUE D'ARTOIS - 75008 PARIS,75,75008,PARIS,48.87379432,2.30629955,48.87379432
Vélib,9102,09102 - PLACE D'ESTIENNE D'ORVES,2 RUE DE LONDRES - 75009 PARIS,75,75009,PARIS,48.8767325,2.330484226,48.8767325
Vélib,12030,12030 - WATTIGNIES,245 RUE DE CHARENTON - 75012 PARIS,75,75012,PARIS,48.8366758,2.391795856,48.8366758
Vélib,12035,12035 - MADAGASCAR,4 RUE DE MADAGASCAR - 75012 PARIS,75,75012,PARIS,48.83470586,2.397111553,48.83470586
Vélo2,54902,54902 - VAU02 - MAIRIE CROIX-LIEU(CB),Rond Point de la Croix Lieu côté avenue Gandhi - 95490 VAUREAL,95,95490,VAUREAL,49.03010628,2.021573367,49.03010628
Vélib,21701,21701 - LARMEROUX (VANVES),FACE 5 BIS RUE LARMEROUX - 92170 VANVES,92,92170,VANVES,48.81693991,2.28098948,48.81693991
Vélib,42003,42003 - INSURRECTION AOUT 1944 (IVRY),2 PLACE DE L'INSURRECTION AOUT 1944 - 94200 IVRY SUR SEINE,94,94200,IVRY-SUR-SEINE,48.81466008,2.398261541,48.81466008
Cristolib,7,07- AVENUE DU DOCTEUR PAUL CASALIS,Avenue du docteur Paul Casalis,94,94000,Créteil,48.78021353,2.469692231,48.78021353
Vélib,13123,13123 - BIBLIOTHÈQUE FRANÇOIS MITTERAND,53 QUAI FRANCOIS MAURIAC - 75013 PARIS,75,75013,PARIS,48.83505072,2.3760681,48.83505072
Vélib,14127,14127 - ODESSA,5-7 RUE D'ODESSA - 75014 PARIS,75,75014,PARIS,48.84284228,2.324441565,48.84284228
Vélib,18033,18033 - MOSKOWA,111 RUE BELLIARD - 75018 PARIS,75,75018,PARIS,48.89669239,2.33802345,48.89669239
Vélib,18015,18015 - CUSTINE,23 RUE CUSTINE - 75018 PARIS,75,75018,PARIS,48.88861972,2.347011336,48.88861972
